order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,region,country
O93962,C0087,2024-03-07,P003,Milk,Food,5,290.1,South,India
O31233,C0088,2023-08-22,P002,Butter,Food,3,165.27,North,India
O89349,C0166,2024-02-09,P005,Mouse,Electronics,3,444.97,East,India
O64262,C0043,2023-07-08,P006,Keyboard,Electronics,1,71.27,West,India
O20494,C0054,2023-06-20,P004,Laptop,Electronics,4,60.47,East,India
O81884,C0014,2023-01-27,P002,Butter,Food,4,266.75,West,India
O44400,C0159,2023-06-09,P002,Butter,Food,1,330.87,North,India
O40062,C0064,2023-10-18,P007,Shirt,Clothing,4,316.98,East,India
O13744,C0009,2024-11-10,P003,Milk,Food,3,431.58,South,India
O71235,C0139,2023-10-06,P006,Keyboard,Electronics,5,227.97,West,India
O87441,C0153,2024-04-12,P009,Phone,Electronics,5,223.14,South,India
O55504,C0124,2024-07-06,P009,Phone,Electronics,2,404.31,East,India
O57943,C0106,2023-09-24,P008,Shoes,Clothing,2,158.75,East,India
O55073,C0074,2024-04-25,P001,Bread,Food,5,14.08,South,India
O49270,C0003,2024-03-16,P008,Shoes,Clothing,3,302.53,West,India
O34716,C0106,2024-07-28,P001,Bread,Food,4,203.43,East,India
O59592,C0057,2023-09-27,P003,Milk,Food,1,216.9,West,India
O47313,C0167,2024-06-28,P004,Laptop,Electronics,3,212.32,East,India
O27907,C0075,2023-04-24,P002,Butter,Food,4,312.69,South,India
O34613,C0083,2023-01-20,P005,Mouse,Electronics,2,34.32,West,India
O34371,C0027,2023-10-16,P009,Phone,Electronics,3,71.27,North,India
O40514,C0024,2023-06-04,P008,Shoes,Clothing,1,251.85,North,India
O50838,C0128,2024-01-16,P006,Keyboard,Electronics,4,351.5,West,India
O20515,C0193,2023-05-30,P001,Bread,Food,1,140.59,East,India
O81197,C0121,2023-07-05,P007,Shirt,Clothing,2,448.89,North,India
O11653,C0032,2023-09-12,P005,Mouse,Electronics,4,387.9,West,India
O14392,C0051,2024-04-16,P008,Shoes,Clothing,1,265.36,South,India
O61003,C0175,2023-11-16,P004,Laptop,Electronics,3,87.72,West,India
O43202,C0124,2024-10-15,P001,Bread,Food,3,107.37,North,India
O24801,C0061,2024-10-10,P001,Bread,Food,4,169.01,South,India
O86637,C0031,2024-02-10,P003,Milk,Food,2,14.38,East,India
O88146,C0040,2024-01-16,P001,Bread,Food,1,131.87,West,India
O99908,C0159,2023-12-13,P008,Shoes,Clothing,1,39.29,North,India
O26492,C0125,2023-08-27,P003,Milk,Food,3,491.02,North,India
O35292,C0006,2024-12-06,P006,Keyboard,Electronics,4,185.5,West,India
O15175,C0125,2024-12-24,P003,Milk,Food,4,283.92,East,India
O34874,C0146,2023-07-11,P009,Phone,Electronics,5,180.36,West,India
O88470,C0142,2023-06-14,P008,Shoes,Clothing,1,270.26,East,India
O44517,C0139,2024-01-11,P008,Shoes,Clothing,4,10.35,East,India
O34318,C0005,2024-09-26,P009,Phone,Electronics,3,390.25,West,India
O18302,C0169,2024-07-05,P004,Laptop,Electronics,4,103.04,East,India
O90352,C0073,2023-11-27,P008,Shoes,Clothing,4,324.04,South,India
O78576,C0169,2023-03-10,P002,Butter,Food,1,419.24,North,India
O14099,C0052,2023-04-20,P003,Milk,Food,4,103.89,South,India
O96235,C0126,2024-06-22,P001,Bread,Food,5,353.64,West,India
O58018,C0057,2024-09-12,P005,Mouse,Electronics,1,16.41,North,India
O20480,C0120,2024-10-16,P004,Laptop,Electronics,1,186.85,West,India
O17641,C0158,2023-09-30,P007,Shirt,Clothing,5,29.92,East,India
O20215,C0056,2024-06-15,P002,Butter,Food,1,59.6,East,India
O34832,C0050,2024-06-22,P004,Laptop,Electronics,2,289.31,West,India
O23829,C0197,2024-10-15,P003,Milk,Food,5,185.4,West,India
O23644,C0043,2023-07-04,P008,Shoes,Clothing,5,206.76,West,India
O79979,C0154,2024-03-29,P006,Keyboard,Electronics,3,452.22,South,India
O58722,C0106,2024-10-10,P009,Phone,Electronics,4,414.82,East,India
O83812,C0140,2023-08-08,P006,Keyboard,Electronics,4,385.2,South,India
O69297,C0115,2024-02-11,P005,Mouse,Electronics,1,365.89,East,India
O77844,C0035,2023-11-06,P005,Mouse,Electronics,1,157.16,North,India
O51275,C0006,2024-12-07,P004,Laptop,Electronics,3,460.36,South,India
O22358,C0010,2024-04-16,P009,Phone,Electronics,3,86.49,South,India
O86304,C0064,2023-08-27,P005,Mouse,Electronics,3,407.43,East,India
O84588,C0056,2023-03-21,P002,Butter,Food,3,398.52,West,India
O85527,C0025,2024-09-01,P003,Milk,Food,3,28.31,West,India
O20286,C0200,2023-02-27,P010,Notebook,Stationery,3,180.49,West,India
O25799,C0198,2023-08-21,P007,Shirt,Clothing,5,465.04,West,India
O49948,C0135,2023-02-12,P007,Shirt,Clothing,3,274.57,North,India
O75850,C0179,2023-08-15,P003,Milk,Food,2,34.75,East,India
O88005,C0148,2024-05-31,P007,Shirt,Clothing,1,118.82,West,India
O29400,C0034,2023-12-11,P005,Mouse,Electronics,1,243.17,West,India
O44413,C0022,2024-02-13,P001,Bread,Food,5,222.9,West,India
O73035,C0144,2023-07-22,P003,Milk,Food,4,203.71,South,India
O83553,C0158,2024-06-20,P010,Notebook,Stationery,2,128.73,South,India
O52390,C0176,2024-08-12,P005,Mouse,Electronics,1,65.14,West,India
O57876,C0090,2023-07-15,P007,Shirt,Clothing,3,178.82,West,India
O32184,C0090,2024-09-23,P001,Bread,Food,4,315.36,East,India
O40603,C0052,2024-12-02,P008,Shoes,Clothing,3,86.44,North,India
O17148,C0063,2024-09-27,P002,Butter,Food,2,435.69,North,India
O54993,C0178,2023-04-24,P005,Mouse,Electronics,3,230.53,North,India
O37395,C0190,2024-07-04,P001,Bread,Food,2,109.86,East,India
O81932,C0124,2024-09-29,P009,Phone,Electronics,2,350.58,East,India
O86415,C0170,2024-06-23,P001,Bread,Food,1,135.17,West,India
O36305,C0179,2024-09-24,P001,Bread,Food,3,36.01,East,India
O60940,C0170,2023-10-05,P001,Bread,Food,3,433.5,North,India
O95119,C0099,2023-08-25,P001,Bread,Food,4,259.18,East,India
O73525,C0153,2024-06-28,P002,Butter,Food,1,101.34,East,India
O83490,C0183,2023-01-23,P009,Phone,Electronics,1,131.22,West,India
O53721,C0126,2024-02-07,P009,Phone,Electronics,2,19.0,East,India
O91950,C0078,2023-08-30,P006,Keyboard,Electronics,5,145.18,East,India
O60747,C0008,2024-07-22,P001,Bread,Food,3,120.54,East,India
O96105,C0036,2023-03-31,P006,Keyboard,Electronics,4,265.15,West,India
O64700,C0062,2024-08-09,P010,Notebook,Stationery,2,218.97,South,India
O68873,C0139,2023-05-15,P005,Mouse,Electronics,2,329.71,East,India
O28102,C0080,2024-12-06,P010,Notebook,Stationery,5,455.69,South,India
O96013,C0145,2023-06-11,P007,Shirt,Clothing,3,43.23,South,India
O34134,C0082,2023-05-30,P009,Phone,Electronics,1,385.06,North,India
O49760,C0114,2024-10-14,P007,Shirt,Clothing,3,84.46,West,India
O27241,C0048,2023-01-27,P004,Laptop,Electronics,5,312.3,North,India
O88166,C0060,2023-08-25,P010,Notebook,Stationery,1,186.04,South,India
O75840,C0155,2024-04-25,P008,Shoes,Clothing,3,100.15,South,India
O72108,C0036,2023-06-17,P007,Shirt,Clothing,2,120.87,West,India
O45370,C0106,2023-08-16,P007,Shirt,Clothing,2,381.31,North,India
O67577,C0158,2024-05-16,P002,Butter,Food,3,434.72,South,India
O63066,C0199,2023-02-12,P004,Laptop,Electronics,5,370.31,West,India
O61662,C0157,2024-08-08,P007,Shirt,Clothing,5,272.72,East,India
O69193,C0117,2023-02-13,P001,Bread,Food,2,264.16,North,India
O83098,C0100,2024-06-12,P007,Shirt,Clothing,1,103.03,North,India
O49918,C0199,2023-10-20,P008,Shoes,Clothing,4,91.58,West,India
O77760,C0037,2024-04-19,P005,Mouse,Electronics,4,54.32,North,India
O33562,C0200,2024-08-22,P009,Phone,Electronics,5,76.3,North,India
O69098,C0007,2023-07-03,P007,Shirt,Clothing,4,299.25,East,India
O21820,C0065,2023-11-28,P004,Laptop,Electronics,2,362.0,West,India
O24963,C0181,2024-04-05,P002,Butter,Food,3,51.8,North,India
O59634,C0141,2024-01-25,P007,Shirt,Clothing,1,386.45,South,India
O31249,C0038,2023-07-03,P006,Keyboard,Electronics,1,215.6,South,India
O47851,C0161,2023-07-05,P005,Mouse,Electronics,1,450.29,West,India
O91600,C0196,2023-09-17,P004,Laptop,Electronics,1,234.73,North,India
O89689,C0127,2023-09-01,P008,Shoes,Clothing,2,298.54,North,India
O63759,C0114,2023-03-23,P008,Shoes,Clothing,5,304.05,West,India
O91233,C0161,2024-07-24,P004,Laptop,Electronics,2,33.97,East,India
O95626,C0090,2023-02-07,P003,Milk,Food,2,428.38,North,India
O53399,C0023,2023-02-20,P010,Notebook,Stationery,1,214.31,East,India
O98092,C0073,2024-09-17,P003,Milk,Food,5,290.42,South,India
O69682,C0192,2024-08-15,P009,Phone,Electronics,3,466.43,South,India
O52312,C0095,2024-01-24,P002,Butter,Food,1,381.64,East,India
O48382,C0121,2023-05-18,P009,Phone,Electronics,1,350.36,North,India
O79081,C0106,2024-06-21,P005,Mouse,Electronics,2,350.96,East,India
O24326,C0147,2024-10-06,P010,Notebook,Stationery,5,493.72,North,India
O65974,C0156,2023-11-21,P008,Shoes,Clothing,3,267.44,East,India
O27001,C0158,2024-07-30,P010,Notebook,Stationery,4,264.66,East,India
O33580,C0157,2023-08-27,P008,Shoes,Clothing,3,489.84,West,India
O13143,C0120,2024-10-02,P001,Bread,Food,1,371.36,North,India
O64269,C0012,2023-12-08,P004,Laptop,Electronics,3,284.6,West,India
O93967,C0052,2024-12-07,P004,Laptop,Electronics,3,134.66,North,India
O49358,C0130,2024-07-17,P002,Butter,Food,3,385.85,East,India
O54742,C0102,2024-08-05,P002,Butter,Food,5,480.46,East,India
O53321,C0087,2024-11-19,P003,Milk,Food,4,458.92,South,India
O73110,C0040,2024-10-04,P001,Bread,Food,4,447.11,South,India
O70616,C0106,2023-02-27,P009,Phone,Electronics,5,156.68,East,India
O37297,C0148,2024-12-02,P006,Keyboard,Electronics,3,401.77,North,India
O29569,C0072,2023-02-01,P006,Keyboard,Electronics,3,491.97,North,India
O84839,C0156,2024-02-03,P009,Phone,Electronics,2,301.64,South,India
O14145,C0070,2024-02-28,P005,Mouse,Electronics,1,253.56,East,India
O69232,C0078,2023-08-10,P004,Laptop,Electronics,5,158.14,East,India
O14901,C0200,2023-07-26,P002,Butter,Food,1,227.45,East,India
O75543,C0040,2023-07-14,P001,Bread,Food,3,462.58,West,India
O52904,C0037,2023-04-11,P009,Phone,Electronics,5,341.59,East,India
O14791,C0118,2024-02-01,P003,Milk,Food,5,66.76,South,India
O87894,C0023,2023-12-08,P005,Mouse,Electronics,4,445.7,North,India
O12946,C0148,2023-11-16,P002,Butter,Food,2,167.23,East,India
O46261,C0137,2023-11-23,P004,Laptop,Electronics,4,338.85,East,India
O30643,C0071,2023-04-28,P005,Mouse,Electronics,1,479.57,South,India
O37076,C0139,2023-12-25,P009,Phone,Electronics,5,166.06,North,India
O85246,C0063,2023-06-25,P003,Milk,Food,1,162.58,East,India
O16648,C0034,2023-01-30,P006,Keyboard,Electronics,4,452.61,West,India
O60279,C0014,2023-03-30,P001,Bread,Food,4,202.04,North,India
O90781,C0092,2023-11-16,P010,Notebook,Stationery,3,410.55,West,India
O71039,C0146,2023-05-15,P009,Phone,Electronics,1,408.3,North,India
O69714,C0080,2024-12-01,P008,Shoes,Clothing,4,240.57,North,India
O90863,C0067,2024-01-08,P004,Laptop,Electronics,4,99.84,South,India
O69412,C0125,2023-01-31,P006,Keyboard,Electronics,1,242.91,East,India
O70455,C0044,2023-10-17,P006,Keyboard,Electronics,3,306.18,West,India
O63174,C0183,2023-04-20,P003,Milk,Food,3,282.51,North,India
O79828,C0119,2024-02-15,P002,Butter,Food,5,212.59,East,India
O81820,C0041,2024-05-08,P010,Notebook,Stationery,4,42.37,South,India
O67062,C0146,2023-12-17,P004,Laptop,Electronics,5,350.13,West,India
O85260,C0125,2023-04-28,P003,Milk,Food,5,302.08,North,India
O68355,C0046,2023-11-12,P006,Keyboard,Electronics,4,44.11,North,India
O52914,C0127,2024-10-22,P002,Butter,Food,1,54.36,West,India
O29231,C0170,2023-06-02,P003,Milk,Food,4,270.32,North,India
O35646,C0053,2024-11-28,P007,Shirt,Clothing,3,156.87,West,India
O55123,C0023,2024-08-19,P005,Mouse,Electronics,1,309.63,West,India
O26718,C0076,2023-03-05,P009,Phone,Electronics,3,451.53,West,India
O83404,C0092,2023-04-23,P001,Bread,Food,3,434.18,North,India
O87353,C0101,2024-10-02,P004,Laptop,Electronics,3,358.77,West,India
O67041,C0140,2023-08-05,P007,Shirt,Clothing,2,242.69,West,India
O57223,C0107,2023-06-07,P004,Laptop,Electronics,3,498.75,West,India
O11520,C0019,2024-10-25,P003,Milk,Food,1,80.56,South,India
O27796,C0022,2023-05-21,P008,Shoes,Clothing,4,431.47,West,India
O91690,C0047,2024-04-10,P010,Notebook,Stationery,5,217.82,West,India
O56570,C0058,2023-07-10,P008,Shoes,Clothing,4,306.24,West,India
O41031,C0183,2024-05-28,P010,Notebook,Stationery,3,211.31,West,India
O14385,C0010,2024-08-04,P009,Phone,Electronics,4,355.39,East,India
O20494,C0037,2024-06-23,P002,Butter,Food,3,237.82,West,India
O42142,C0121,2024-10-07,P002,Butter,Food,1,345.2,North,India
O90352,C0014,2023-12-18,P009,Phone,Electronics,5,391.48,East,India
O77195,C0121,2024-08-10,P008,Shoes,Clothing,3,216.3,West,India
O31955,C0010,2024-12-12,P005,Mouse,Electronics,5,377.22,East,India
O18050,C0162,2024-04-29,P010,Notebook,Stationery,5,92.85,East,India
O91830,C0007,2023-10-21,P001,Bread,Food,4,50.43,East,India
O46418,C0065,2023-05-16,P009,Phone,Electronics,5,147.68,North,India
O24621,C0155,2023-06-28,P005,Mouse,Electronics,5,372.09,North,India
O32989,C0067,2024-12-18,P008,Shoes,Clothing,2,247.61,East,India
O54937,C0022,2023-05-29,P009,Phone,Electronics,5,467.63,North,India
O64125,C0198,2024-01-28,P003,Milk,Food,2,333.73,West,India
O85727,C0188,2023-12-20,P003,Milk,Food,1,324.71,South,India
O31967,C0119,2024-02-13,P002,Butter,Food,4,157.67,North,India
O59781,C0175,2024-12-23,P009,Phone,Electronics,4,242.55,South,India
O11554,C0074,2024-04-04,P003,Milk,Food,4,342.46,West,India
O22761,C0137,2024-10-14,P009,Phone,Electronics,3,478.53,North,India
O53904,C0070,2023-10-01,P007,Shirt,Clothing,1,135.12,East,India
O70438,C0198,2024-11-22,P010,Notebook,Stationery,2,369.81,West,India
O78151,C0087,2024-11-24,P010,Notebook,Stationery,2,163.5,South,India
O18906,C0004,2024-02-26,P001,Bread,Food,1,267.38,North,India
O38759,C0186,2023-10-18,P008,Shoes,Clothing,3,104.61,East,India
O17455,C0153,2024-11-03,P001,Bread,Food,2,475.74,North,India
O21322,C0155,2023-05-14,P002,Butter,Food,4,331.63,North,India
O24528,C0179,2023-07-08,P010,Notebook,Stationery,3,154.34,South,India
O46226,C0197,2024-03-13,P002,Butter,Food,3,136.09,West,India
O18177,C0098,2024-02-02,P002,Butter,Food,3,498.02,East,India
O33321,C0113,2023-03-13,P005,Mouse,Electronics,4,489.92,East,India
O33388,C0166,2024-05-18,P004,Laptop,Electronics,1,80.5,West,India
O90473,C0165,2023-04-19,P007,Shirt,Clothing,4,360.55,South,India
O19557,C0019,2024-08-08,P002,Butter,Food,3,390.85,North,India
O29510,C0168,2024-10-17,P001,Bread,Food,1,467.12,West,India
O29871,C0180,2023-12-04,P007,Shirt,Clothing,4,291.57,East,India
O72670,C0112,2024-02-18,P009,Phone,Electronics,1,274.66,West,India
O73185,C0032,2024-08-03,P001,Bread,Food,5,468.17,West,India
O99369,C0078,2024-02-15,P006,Keyboard,Electronics,1,319.81,East,India
O80074,C0088,2023-03-24,P002,Butter,Food,4,382.62,East,India
O33149,C0142,2023-02-10,P005,Mouse,Electronics,4,333.76,South,India
O23994,C0162,2024-12-06,P005,Mouse,Electronics,3,248.39,West,India
O28342,C0010,2023-07-17,P008,Shoes,Clothing,1,362.67,South,India
O74124,C0100,2023-03-06,P010,Notebook,Stationery,5,325.27,South,India
O12151,C0010,2023-12-14,P008,Shoes,Clothing,1,175.48,West,India
O25491,C0055,2024-10-31,P001,Bread,Food,5,234.6,West,India
O85936,C0060,2023-03-15,P009,Phone,Electronics,1,370.38,South,India
O71763,C0159,2023-02-16,P008,Shoes,Clothing,2,353.64,North,India
O32577,C0162,2023-02-21,P003,Milk,Food,3,412.16,North,India
O90114,C0044,2024-08-28,P002,Butter,Food,1,410.72,West,India
O75161,C0153,2024-09-22,P002,Butter,Food,2,40.92,North,India
O54216,C0189,2024-11-25,P004,Laptop,Electronics,4,168.88,West,India
O52151,C0055,2023-02-16,P010,Notebook,Stationery,5,94.99,South,India
O45899,C0037,2024-03-01,P002,Butter,Food,2,351.18,North,India
O67496,C0063,2024-08-18,P009,Phone,Electronics,1,75.35,South,India
O30677,C0005,2024-05-13,P010,Notebook,Stationery,1,13.11,West,India
O95426,C0152,2023-10-18,P003,Milk,Food,4,349.82,North,India
O37021,C0037,2024-10-17,P008,Shoes,Clothing,3,266.31,South,India
O32878,C0157,2024-12-09,P007,Shirt,Clothing,1,302.17,South,India
O92207,C0078,2023-12-23,P008,Shoes,Clothing,4,12.24,North,India
O25401,C0136,2023-04-08,P004,Laptop,Electronics,5,187.33,South,India
O70845,C0198,2024-10-03,P009,Phone,Electronics,2,145.45,South,India
O29558,C0176,2024-04-30,P004,Laptop,Electronics,4,96.4,North,India
O94523,C0094,2023-10-19,P001,Bread,Food,2,222.99,North,India
O15677,C0027,2023-02-23,P006,Keyboard,Electronics,5,96.18,West,India
O77489,C0030,2023-03-14,P001,Bread,Food,2,363.49,West,India
O64927,C0051,2024-11-24,P010,Notebook,Stationery,3,122.73,East,India
O39855,C0026,2023-08-31,P002,Butter,Food,4,436.24,East,India
O19637,C0121,2024-08-22,P007,Shirt,Clothing,4,36.63,South,India
O38333,C0157,2024-04-10,P007,Shirt,Clothing,2,199.79,South,India
O35448,C0162,2024-01-03,P003,Milk,Food,3,109.08,West,India
O84536,C0016,2023-10-15,P003,Milk,Food,2,64.44,North,India
O64817,C0044,2023-12-18,P008,Shoes,Clothing,2,444.34,West,India
O93623,C0157,2023-06-24,P010,Notebook,Stationery,5,485.37,South,India
O63961,C0134,2024-05-15,P004,Laptop,Electronics,2,299.87,North,India
O11901,C0187,2024-03-14,P008,Shoes,Clothing,2,131.44,East,India
O87564,C0039,2024-08-10,P007,Shirt,Clothing,1,214.71,South,India
O71689,C0188,2024-05-31,P001,Bread,Food,1,218.59,North,India
O22844,C0116,2024-05-22,P007,Shirt,Clothing,2,50.71,West,India
O38574,C0034,2024-01-03,P001,Bread,Food,3,127.14,West,India
O72886,C0172,2023-11-09,P002,Butter,Food,2,354.62,North,India
O69616,C0119,2023-05-22,P010,Notebook,Stationery,4,100.62,North,India
O93021,C0001,2024-10-04,P006,Keyboard,Electronics,1,198.59,West,India
O48874,C0110,2023-10-04,P006,Keyboard,Electronics,5,275.79,North,India
O91324,C0086,2023-02-26,P004,Laptop,Electronics,5,473.21,North,India
O24544,C0099,2024-01-10,P006,Keyboard,Electronics,4,313.38,North,India
O32972,C0166,2024-07-26,P006,Keyboard,Electronics,1,284.77,East,India
O53899,C0062,2024-07-06,P004,Laptop,Electronics,1,328.03,South,India
O39548,C0083,2023-12-28,P010,Notebook,Stationery,3,256.75,South,India
O17138,C0017,2024-01-17,P007,Shirt,Clothing,3,231.68,East,India
O71625,C0182,2024-06-28,P009,Phone,Electronics,5,450.73,North,India
O98251,C0178,2023-03-09,P008,Shoes,Clothing,2,447.03,East,India
O20508,C0101,2023-07-03,P008,Shoes,Clothing,3,479.55,North,India
O31596,C0071,2023-04-25,P002,Butter,Food,2,253.2,North,India
O48426,C0107,2024-11-29,P004,Laptop,Electronics,5,466.54,North,India
O65067,C0114,2024-10-22,P008,Shoes,Clothing,1,152.84,East,India
O40451,C0134,2024-10-22,P002,Butter,Food,3,211.73,North,India
O73720,C0152,2024-11-12,P006,Keyboard,Electronics,5,422.53,East,India
O49856,C0146,2023-05-16,P008,Shoes,Clothing,3,94.15,West,India
O73470,C0096,2023-10-23,P005,Mouse,Electronics,1,82.69,South,India
O31805,C0159,2023-06-14,P005,Mouse,Electronics,5,149.77,West,India
O31135,C0061,2023-04-30,P003,Milk,Food,1,496.95,South,India
O67788,C0067,2024-01-14,P010,Notebook,Stationery,2,110.53,South,India
O55068,C0038,2024-01-17,P001,Bread,Food,4,274.53,East,India
O25923,C0007,2024-02-19,P003,Milk,Food,4,386.57,East,India
O30454,C0002,2024-07-13,P008,Shoes,Clothing,5,172.33,East,India
O47988,C0194,2024-08-10,P005,Mouse,Electronics,2,401.79,West,India
O24721,C0188,2024-05-05,P008,Shoes,Clothing,1,78.32,East,India
O50380,C0007,2024-02-16,P009,Phone,Electronics,5,422.03,North,India
O22121,C0084,2023-02-26,P008,Shoes,Clothing,5,324.24,East,India
O46428,C0051,2023-01-24,P010,Notebook,Stationery,1,273.82,South,India
O77081,C0101,2023-07-19,P008,Shoes,Clothing,4,165.7,North,India
O97394,C0093,2024-02-12,P010,Notebook,Stationery,2,360.82,North,India
O60608,C0096,2023-01-13,P007,Shirt,Clothing,3,179.01,East,India
O83535,C0023,2023-08-09,P005,Mouse,Electronics,4,373.35,West,India
O47831,C0042,2024-03-10,P007,Shirt,Clothing,4,78.39,West,India
O28827,C0054,2023-11-07,P010,Notebook,Stationery,4,494.31,North,India
O18665,C0152,2024-01-20,P009,Phone,Electronics,1,13.24,East,India
O32923,C0143,2024-04-18,P005,Mouse,Electronics,5,380.07,West,India
O34380,C0098,2023-10-24,P003,Milk,Food,5,250.39,South,India
O74762,C0144,2024-04-19,P005,Mouse,Electronics,2,23.15,East,India
O44429,C0077,2024-10-17,P001,Bread,Food,4,70.85,South,India
O33510,C0126,2024-12-05,P005,Mouse,Electronics,2,23.94,West,India
O18745,C0154,2024-01-06,P005,Mouse,Electronics,5,245.44,West,India
O92312,C0176,2024-05-02,P007,Shirt,Clothing,1,192.87,East,India
O44018,C0042,2024-08-18,P010,Notebook,Stationery,1,81.61,North,India
O56843,C0042,2023-02-24,P008,Shoes,Clothing,3,186.97,South,India
O47992,C0075,2024-06-26,P006,Keyboard,Electronics,1,261.79,North,India
O88480,C0193,2023-06-21,P003,Milk,Food,5,168.08,North,India
O45580,C0176,2024-12-15,P006,Keyboard,Electronics,3,56.96,East,India
O28837,C0004,2023-05-21,P010,Notebook,Stationery,5,147.89,East,India
O54605,C0042,2023-04-15,P008,Shoes,Clothing,2,85.73,West,India
O83224,C0158,2024-12-07,P004,Laptop,Electronics,5,424.57,South,India
O64702,C0118,2023-03-20,P009,Phone,Electronics,1,411.23,North,India
O55640,C0080,2024-12-08,P001,Bread,Food,3,78.12,West,India
O32571,C0182,2023-11-08,P008,Shoes,Clothing,1,374.79,East,India
O26870,C0178,2023-05-26,P002,Butter,Food,2,160.64,South,India
O20302,C0109,2024-12-08,P004,Laptop,Electronics,1,48.09,South,India
O15572,C0051,2023-04-21,P008,Shoes,Clothing,1,398.6,West,India
O71483,C0031,2023-09-17,P009,Phone,Electronics,1,42.46,North,India
O26225,C0155,2023-07-30,P001,Bread,Food,5,451.58,North,India
O13835,C0024,2023-05-30,P003,Milk,Food,3,474.91,East,India
O31044,C0129,2024-09-19,P006,Keyboard,Electronics,2,257.41,East,India
O85777,C0196,2023-01-15,P002,Butter,Food,5,116.33,North,India
O32514,C0194,2024-07-04,P004,Laptop,Electronics,1,487.05,East,India
O76085,C0182,2024-05-01,P002,Butter,Food,3,352.09,South,India
O98280,C0028,2023-07-05,P003,Milk,Food,3,490.84,West,India
O77403,C0059,2024-02-22,P007,Shirt,Clothing,1,383.09,South,India
O71066,C0029,2024-06-16,P006,Keyboard,Electronics,2,252.95,North,India
O83024,C0185,2023-02-11,P006,Keyboard,Electronics,1,170.78,East,India
O47173,C0117,2024-09-06,P002,Butter,Food,3,346.65,West,India
O82602,C0105,2023-10-25,P008,Shoes,Clothing,4,102.5,South,India
O99015,C0095,2023-07-03,P002,Butter,Food,1,499.37,West,India
O61952,C0113,2024-06-19,P008,Shoes,Clothing,1,68.42,North,India
O87405,C0027,2023-06-22,P007,Shirt,Clothing,1,188.22,West,India
O36248,C0153,2024-02-18,P004,Laptop,Electronics,1,124.11,East,India
O46505,C0196,2024-12-31,P007,Shirt,Clothing,5,300.89,West,India
O72367,C0171,2024-09-09,P007,Shirt,Clothing,4,493.89,East,India
O29316,C0197,2024-04-10,P009,Phone,Electronics,1,69.87,East,India
O40254,C0161,2023-05-18,P008,Shoes,Clothing,1,58.81,West,India
O75291,C0174,2023-01-28,P001,Bread,Food,2,197.49,North,India
O49682,C0160,2024-09-30,P006,Keyboard,Electronics,1,382.48,South,India
O71082,C0052,2023-10-28,P009,Phone,Electronics,4,250.22,West,India
O80848,C0140,2023-01-19,P005,Mouse,Electronics,1,495.45,East,India
O68997,C0081,2024-01-21,P002,Butter,Food,4,235.23,West,India
O82963,C0169,2023-11-07,P001,Bread,Food,2,250.83,South,India
O60997,C0125,2023-04-23,P003,Milk,Food,5,340.76,East,India
O72378,C0144,2023-06-10,P009,Phone,Electronics,5,37.31,West,India
O87469,C0097,2024-09-23,P005,Mouse,Electronics,3,385.57,West,India
O18050,C0008,2024-08-27,P005,Mouse,Electronics,1,72.82,East,India
O86541,C0007,2024-10-02,P006,Keyboard,Electronics,3,196.48,East,India
O56840,C0106,2023-12-26,P007,Shirt,Clothing,1,334.01,East,India
O94945,C0080,2024-08-29,P004,Laptop,Electronics,1,456.09,South,India
O25003,C0087,2023-06-23,P002,Butter,Food,1,273.82,East,India
O96214,C0109,2024-08-04,P001,Bread,Food,5,451.69,West,India
O71564,C0151,2023-01-23,P005,Mouse,Electronics,3,195.09,North,India
O85043,C0026,2024-05-15,P007,Shirt,Clothing,1,348.52,East,India
O75107,C0129,2024-11-14,P004,Laptop,Electronics,3,91.65,East,India
O67146,C0052,2024-05-23,P005,Mouse,Electronics,1,421.79,East,India
O47664,C0068,2023-02-18,P009,Phone,Electronics,3,498.15,South,India
O91863,C0191,2023-04-05,P007,Shirt,Clothing,5,56.42,South,India
O18817,C0146,2024-06-27,P006,Keyboard,Electronics,4,219.28,East,India
O95398,C0078,2024-05-31,P006,Keyboard,Electronics,3,222.13,North,India
O36224,C0107,2024-02-16,P009,Phone,Electronics,3,316.23,East,India
O12438,C0161,2024-12-21,P008,Shoes,Clothing,5,432.73,South,India
O37912,C0170,2024-04-23,P010,Notebook,Stationery,3,469.21,West,India
O84202,C0187,2024-10-03,P009,Phone,Electronics,1,265.91,West,India
O29365,C0062,2023-06-04,P006,Keyboard,Electronics,3,423.62,West,India
O18444,C0163,2023-07-28,P007,Shirt,Clothing,4,140.8,East,India
O43612,C0176,2024-09-07,P005,Mouse,Electronics,2,208.87,South,India
O35154,C0008,2023-09-09,P002,Butter,Food,3,237.44,South,India
O65314,C0166,2023-02-07,P009,Phone,Electronics,2,88.09,West,India
O43868,C0072,2024-11-05,P003,Milk,Food,5,96.23,North,India
O12609,C0015,2023-03-27,P001,Bread,Food,3,304.78,West,India
O57636,C0172,2024-11-04,P002,Butter,Food,1,204.48,West,India
O24671,C0147,2024-05-27,P003,Milk,Food,1,265.76,South,India
O75070,C0024,2023-09-01,P010,Notebook,Stationery,5,69.92,East,India
O86588,C0189,2024-02-04,P006,Keyboard,Electronics,2,468.4,East,India
